COMPANYCODE	SSNAME	SHAREHDNAME	SHAREHDTYPE	SHARESTYPE	RANK	SCODE	SNAME	RDATE	SHAREHDNUM	LTAG	ZB	NDATE	BZ	BDBL	SHAREHDCODE	SHAREHDRATIO	BDSUM	ZDF10	ZDF30	ZDF60,NOTICEDATE,ATTACHTYPE,ATTACHSIZE,ENDDATE,NOTICETITLE,INFOCODE,CDSY_SECUCODES,ANN_RELCOLUMNS,ANN_RELCODES,EUTIME,TABLEID,Order,Url
,2020-07-21T00:00:00+08:00,0,296.0,2020-07-21T00:00:00+08:00,*ST宝实:关于法院裁定受理公司重整暨股票被继续实施退市风险警示的公告,AN202007211393098017,"[{'SECURITYVARIETYCODE': '1000004152', 'SECURITYTYPECODE': '058001001', 'SECURITYCODE': '000595', 'SECURITYFULLNAME': '*ST宝实', 'SECURITYSHORTNAME': '*ST宝实', 'SECURITYTYPE': 'A股', 'TRADEMARKETCODE': '069001002005', 'TRADEMARKET': '深交所风险警示板', 'LISTINGSTATE': '0', 'COMPANYCODE': '10000932', 'Eid': 0}]","[{'COLUMNCODE': '001002004003004', 'COLUMNNAME': '实施退市风险警示', 'NodeName': None, 'Eid': 0, 'Order': 199}]","[{'CODETYPE': '058001001', 'CODEMARKET': '069001002005', 'SECURITYCODE': '000595', 'COMPANYCODE': None, 'Eid': 0}]",2020-07-21T12:10:28+08:00,2.070000083046263e+17,199.0,"http://data.eastmoney.com/notices/detail/000595/AN202007211393098017,KlNUJWU1JWFlJTlkJWU1JWFlJTll.html"
,2020-07-21T00:00:00+08:00,0,5137.0,2020-07-21T00:00:00+08:00,博深股份:发行股份及支付现金购买资产并募集配套资金暨关联交易报告书(修订稿),AN202007211393094586,"[{'SECURITYVARIETYCODE': '1000007926', 'SECURITYTYPECODE': '058001001', 'SECURITYCODE': '002282', 'SECURITYFULLNAME': '博深股份', 'SECURITYSHORTNAME': '博深股份', 'SECURITYTYPE': 'A股', 'TRADEMARKETCODE': '069001002003', 'TRADEMARKET': '深交所中小板', 'LISTINGSTATE': '0', 'COMPANYCODE': '80123304', 'Eid': 0}]","[{'COLUMNCODE': '001002001002007002', 'COLUMNNAME': '其他增发事项公告', 'NodeName': None, 'Eid': 0, 'Order': 153}, {'COLUMNCODE': '001002007003004', 'COLUMNNAME': '收购出售资产/股权', 'NodeName': None, 'Eid': 0, 'Order': 399}, {'COLUMNCODE': '001002007005', 'COLUMNNAME': '关联交易', 'NodeName': None, 'Eid': 0, 'Order': 999}]","[{'CODETYPE': '058001001', 'CODEMARKET': '069001002003', 'SECURITYCODE': '002282', 'COMPANYCODE': None, 'Eid': 0}, {'CODETYPE': '058001001', 'CODEMARKET': '069001002003', 'SECURITYCODE': '002282', 'COMPANYCODE': None, 'Eid': 0}, {'CODETYPE': '058001001', 'CODEMARKET': '069001002003', 'SECURITYCODE': '002282', 'COMPANYCODE': None, 'Eid': 0}]",2020-07-21T11:53:07+08:00,2.070000083045926e+17,153.0,"http://data.eastmoney.com/notices/detail/002282/AN202007211393094586,JWU1JThkJTlhJWU2JWI3JWIxJWU4JTgyJWExJWU0JWJiJWJk.html"
,2020-07-21T00:00:00+08:00,0,281.0,2020-07-21T00:00:00+08:00,博深股份:关于发行股份及支付现金购买资产并募集配套资金暨关联交易报告书的修订说明公告,AN202007211393094592,"[{'SECURITYVARIETYCODE': '1000007926', 'SECURITYTYPECODE': '058001001', 'SECURITYCODE': '002282', 'SECURITYFULLNAME': '博深股份', 'SECURITYSHORTNAME': '博深股份', 'SECURITYTYPE': 'A股', 'TRADEMARKETCODE': '069001002003', 'TRADEMARKET': '深交所中小板', 'LISTINGSTATE': '0', 'COMPANYCODE': '80123304', 'Eid': 0}]","[{'COLUMNCODE': '001002008', 'COLUMNNAME': '其他', 'NodeName': None, 'Eid': 0, 'Order': 999}]","[{'CODETYPE': '058001001', 'CODEMARKET': '069001002003', 'SECURITYCODE': '002282', 'COMPANYCODE': None, 'Eid': 0}]",2020-07-21T11:52:50+08:00,2.0700000830459264e+17,999.0,"http://data.eastmoney.com/notices/detail/002282/AN202007211393094592,JWU1JThkJTlhJWU2JWI3JWIxJWU4JTgyJWExJWU0JWJiJWJk.html"
,2020-07-21T00:00:00+08:00,0,648.0,2020-07-21T00:00:00+08:00,博深股份:发行股份及支付现金购买资产并募集配套资金暨关联交易报告书(修订稿)摘要,AN202007211393094588,"[{'SECURITYVARIETYCODE': '1000007926', 'SECURITYTYPECODE': '058001001', 'SECURITYCODE': '002282', 'SECURITYFULLNAME': '博深股份', 'SECURITYSHORTNAME': '博深股份', 'SECURITYTYPE': 'A股', 'TRADEMARKETCODE': '069001002003', 'TRADEMARKET': '深交所中小板', 'LISTINGSTATE': '0', 'COMPANYCODE': '80123304', 'Eid': 0}]","[{'COLUMNCODE': '001002001002007002', 'COLUMNNAME': '其他增发事项公告', 'NodeName': None, 'Eid': 0, 'Order': 153}, {'COLUMNCODE': '001002007003004', 'COLUMNNAME': '收购出售资产/股权', 'NodeName': None, 'Eid': 0, 'Order': 399}, {'COLUMNCODE': '001002007005', 'COLUMNNAME': '关联交易', 'NodeName': None, 'Eid': 0, 'Order': 999}]","[{'CODETYPE': '058001001', 'CODEMARKET': '069001002003', 'SECURITYCODE': '002282', 'COMPANYCODE': None, 'Eid': 0}, {'CODETYPE': '058001001', 'CODEMARKET': '069001002003', 'SECURITYCODE': '002282', 'COMPANYCODE': None, 'Eid': 0}, {'CODETYPE': '058001001', 'CODEMARKET': '069001002003', 'SECURITYCODE': '002282', 'COMPANYCODE': None, 'Eid': 0}]",2020-07-21T11:52:42+08:00,2.0700000830459264e+17,153.0,"http://data.eastmoney.com/notices/detail/002282/AN202007211393094588,JWU1JThkJTlhJWU2JWI3JWIxJWU4JTgyJWExJWU0JWJiJWJk.html"
,2020-07-21T00:00:00+08:00,0,198.0,2020-07-21T00:00:00+08:00,博深股份:关于中国证监会上市公司并购重组审核委员会审核意见的回复公告,AN202007211393094587,"[{'SECURITYVARIETYCODE': '1000007926', 'SECURITYTYPECODE': '058001001', 'SECURITYCODE': '002282', 'SECURITYFULLNAME': '博深股份', 'SECURITYSHORTNAME': '博深股份', 'SECURITYTYPE': 'A股', 'TRADEMARKETCODE': '069001002003', 'TRADEMARKET': '深交所中小板', 'LISTINGSTATE': '0', 'COMPANYCODE': '80123304', 'Eid': 0}]","[{'COLUMNCODE': '001003002001', 'COLUMNNAME': '保荐/核查意见', 'NodeName': None, 'Eid': 0, 'Order': 999}]","[{'CODETYPE': '058001001', 'CODEMARKET': '069001002003', 'SECURITYCODE': '002282', 'COMPANYCODE': None, 'Eid': 0}]",2020-07-21T11:50:23+08:00,2.0700000830459264e+17,999.0,"http://data.eastmoney.com/notices/detail/002282/AN202007211393094587,JWU1JThkJTlhJWU2JWI3JWIxJWU4JTgyJWExJWU0JWJiJWJk.html"
,2020-07-21T00:00:00+08:00,0,540.0,2020-07-21T00:00:00+08:00,博深股份:关于发行股份及支付现金购买资产并募集配套资金暨关联交易并购重组委会议审核意见的回复,AN202007211393094590,"[{'SECURITYVARIETYCODE': '1000007926', 'SECURITYTYPECODE': '058001001', 'SECURITYCODE': '002282', 'SECURITYFULLNAME': '博深股份', 'SECURITYSHORTNAME': '博深股份', 'SECURITYTYPE': 'A股', 'TRADEMARKETCODE': '069001002003', 'TRADEMARKET': '深交所中小板', 'LISTINGSTATE': '0', 'COMPANYCODE': '80123304', 'Eid': 0}]","[{'COLUMNCODE': '001003002001', 'COLUMNNAME': '保荐/核查意见', 'NodeName': None, 'Eid': 0, 'Order': 999}]","[{'CODETYPE': '058001001', 'CODEMARKET': '069001002003', 'SECURITYCODE': '002282', 'COMPANYCODE': None, 'Eid': 0}]",2020-07-21T11:50:23+08:00,2.0700000830459264e+17,999.0,"http://data.eastmoney.com/notices/detail/002282/AN202007211393094590,JWU1JThkJTlhJWU2JWI3JWIxJWU4JTgyJWExJWU0JWJiJWJk.html"
,2020-07-21T00:00:00+08:00,0,441.0,2020-07-21T00:00:00+08:00,博深股份:东方证券承销保荐有限公司关于《博深股份有限公司关于发行股份及支付现金购买资产并募集配套资金暨关联交易并购重组委会议审核意见的回复》之独立核查意见,AN202007211393094591,"[{'SECURITYVARIETYCODE': '1000007926', 'SECURITYTYPECODE': '058001001', 'SECURITYCODE': '002282', 'SECURITYFULLNAME': '博深股份', 'SECURITYSHORTNAME': '博深股份', 'SECURITYTYPE': 'A股', 'TRADEMARKETCODE': '069001002003', 'TRADEMARKET': '深交所中小板', 'LISTINGSTATE': '0', 'COMPANYCODE': '80123304', 'Eid': 0}]","[{'COLUMNCODE': '001003002001', 'COLUMNNAME': '保荐/核查意见', 'NodeName': None, 'Eid': 0, 'Order': 999}]","[{'CODETYPE': '058001001', 'CODEMARKET': '069001002003', 'SECURITYCODE': '002282', 'COMPANYCODE': None, 'Eid': 0}]",2020-07-21T11:50:23+08:00,2.0700000830459264e+17,999.0,"http://data.eastmoney.com/notices/detail/002282/AN202007211393094591,JWU1JThkJTlhJWU2JWI3JWIxJWU4JTgyJWExJWU0JWJiJWJk.html"
,2020-07-21T00:00:00+08:00,0,122.0,2020-07-21T00:00:00+08:00,先河环保:关于回购股份事项前十名股东和前十名无限售条件股东持股情况的公告,AN202007211393093721,"[{'SECURITYVARIETYCODE': '1000008209', 'SECURITYTYPECODE': '058001001', 'SECURITYCODE': '300137', 'SECURITYFULLNAME': '先河环保', 'SECURITYSHORTNAME': '先河环保', 'SECURITYTYPE': 'A股', 'TRADEMARKETCODE': '069001002002', 'TRADEMARKET': '深交所创业板', 'LISTINGSTATE': '0', 'COMPANYCODE': '80153529', 'Eid': 0}]","[{'COLUMNCODE': '001002007003009004', 'COLUMNNAME': '回购进展情况', 'NodeName': None, 'Eid': 0, 'Order': 435}]","[{'CODETYPE': '058001001', 'CODEMARKET': '069001002002', 'SECURITYCODE': '300137', 'COMPANYCODE': None, 'Eid': 0}]",2020-07-21T11:46:14+08:00,2.0700000830457306e+17,435.0,"http://data.eastmoney.com/notices/detail/300137/AN202007211393093721,JWU1JTg1JTg4JWU2JWIyJWIzJWU3JThlJWFmJWU0JWJmJTlk.html"
,2020-07-21T00:00:00+08:00,0,345.0,2020-07-21T00:00:00+08:00,英派斯:关于使用闲置自有资金进行现金管理的进展公告,AN202007211393093661,"[{'SECURITYVARIETYCODE': '1000734418', 'SECURITYTYPECODE': '058001001', 'SECURITYCODE': '002899', 'SECURITYFULLNAME': '英派斯', 'SECURITYSHORTNAME': '英派斯', 'SECURITYTYPE': 'A股', 'TRADEMARKETCODE': '069001002003', 'TRADEMARKET': '深交所中小板', 'LISTINGSTATE': '0', 'COMPANYCODE': '80509331', 'Eid': 0}]","[{'COLUMNCODE': '001002006012003', 'COLUMNNAME': '投资理财', 'NodeName': None, 'Eid': 0, 'Order': 327}]","[{'CODETYPE': '058001001', 'CODEMARKET': '069001002003', 'SECURITYCODE': '002899', 'COMPANYCODE': None, 'Eid': 0}]",2020-07-21T11:46:02+08:00,2.070000083045728e+17,327.0,"http://data.eastmoney.com/notices/detail/002899/AN202007211393093661,JWU4JThiJWIxJWU2JWI0JWJlJWU2JTk2JWFm.html"
,2020-07-21T00:00:00+08:00,0,183.0,2020-07-21T00:00:00+08:00,安洁科技:关于重庆安洁电子有限公司完成工商变更登记的公告,AN202007211393093659,"[{'SECURITYVARIETYCODE': '1000009180', 'SECURITYTYPECODE': '058001001', 'SECURITYCODE': '002635', 'SECURITYFULLNAME': '安洁科技', 'SECURITYSHORTNAME': '安洁科技', 'SECURITYTYPE': 'A股', 'TRADEMARKETCODE': '069001002003', 'TRADEMARKET': '深交所中小板', 'LISTINGSTATE': '0', 'COMPANYCODE': '80187276', 'Eid': 0}]","[{'COLUMNCODE': '001002005004', 'COLUMNNAME': '公司关联方基本资料变更', 'NodeName': None, 'Eid': 0, 'Order': 279}]","[{'CODETYPE': '058001001', 'CODEMARKET': '069001002003', 'SECURITYCODE': '002635', 'COMPANYCODE': None, 'Eid': 0}]",2020-07-21T11:45:54+08:00,2.070000083045728e+17,279.0,"http://data.eastmoney.com/notices/detail/002635/AN202007211393093659,JWU1JWFlJTg5JWU2JWI0JTgxJWU3JWE3JTkxJWU2JThhJTgw.html"
,2020-07-21T00:00:00+08:00,0,195.0,2020-07-21T00:00:00+08:00,*ST华映:关于公司股东所持部分股份被司法变卖的进展公告,AN202007211393093688,"[{'SECURITYVARIETYCODE': '1000002270', 'SECURITYTYPECODE': '058001001', 'SECURITYCODE': '000536', 'SECURITYFULLNAME': '*ST华映', 'SECURITYSHORTNAME': '*ST华映', 'SECURITYTYPE': 'A股', 'TRADEMARKETCODE': '069001002005', 'TRADEMARKET': '深交所风险警示板', 'LISTINGSTATE': '0', 'COMPANYCODE': '10000878', 'Eid': 0}]","[{'COLUMNCODE': '001002008', 'COLUMNNAME': '其他', 'NodeName': None, 'Eid': 0, 'Order': 999}]","[{'CODETYPE': '058001001', 'CODEMARKET': '069001002005', 'SECURITYCODE': '000536', 'COMPANYCODE': None, 'Eid': 0}]",2020-07-21T11:45:35+08:00,2.0700000830457283e+17,999.0,"http://data.eastmoney.com/notices/detail/000536/AN202007211393093688,KlNUJWU1JThkJThlJWU2JTk4JWEw.html"
,2020-07-21T00:00:00+08:00,0,219.0,2020-07-21T00:00:00+08:00,宇信科技:关于股东股份减持比例达到5%暨权益变动的提示性公告,AN202007211393093874,"[{'SECURITYVARIETYCODE': '1000853494', 'SECURITYTYPECODE': '058001001', 'SECURITYCODE': '300674', 'SECURITYFULLNAME': '宇信科技', 'SECURITYSHORTNAME': '宇信科技', 'SECURITYTYPE': 'A股', 'TRADEMARKETCODE': '069001002002', 'TRADEMARKET': '深交所创业板', 'LISTINGSTATE': '0', 'COMPANYCODE': '80117592', 'Eid': 0}]","[{'COLUMNCODE': '001002002005', 'COLUMNNAME': '权益变动报告书', 'NodeName': None, 'Eid': 0, 'Order': 999}, {'COLUMNCODE': '001002007004003', 'COLUMNNAME': '股东/实际控制人股份减持', 'NodeName': None, 'Eid': 0, 'Order': 445}]","[{'CODETYPE': '058001001', 'CODEMARKET': '069001002002', 'SECURITYCODE': '300674', 'COMPANYCODE': None, 'Eid': 0}, {'CODETYPE': '058001001', 'CODEMARKET': '069001002002', 'SECURITYCODE': '300674', 'COMPANYCODE': None, 'Eid': 0}]",2020-07-21T11:45:35+08:00,2.070000083045768e+17,445.0,"http://data.eastmoney.com/notices/detail/300674/AN202007211393093874,JWU1JWFlJTg3JWU0JWJmJWExJWU3JWE3JTkxJWU2JThhJTgw.html"
,2020-07-21T00:00:00+08:00,0,330.0,2020-07-21T00:00:00+08:00,宇信科技:简式权益变动报告书,AN202007211393093876,"[{'SECURITYVARIETYCODE': '1000853494', 'SECURITYTYPECODE': '058001001', 'SECURITYCODE': '300674', 'SECURITYFULLNAME': '宇信科技', 'SECURITYSHORTNAME': '宇信科技', 'SECURITYTYPE': 'A股', 'TRADEMARKETCODE': '069001002002', 'TRADEMARKET': '深交所创业板', 'LISTINGSTATE': '0', 'COMPANYCODE': '80117592', 'Eid': 0}]","[{'COLUMNCODE': '001002002005', 'COLUMNNAME': '权益变动报告书', 'NodeName': None, 'Eid': 0, 'Order': 999}]","[{'CODETYPE': '058001001', 'CODEMARKET': '069001002002', 'SECURITYCODE': '300674', 'COMPANYCODE': None, 'Eid': 0}]",2020-07-21T11:45:35+08:00,2.070000083045768e+17,999.0,"http://data.eastmoney.com/notices/detail/300674/AN202007211393093876,JWU1JWFlJTg3JWU0JWJmJWExJWU3JWE3JTkxJWU2JThhJTgw.html"
,2020-07-21T00:00:00+08:00,0,100.0,2020-07-21T00:00:00+08:00,红日药业:关于持股5%以上的股东部分股权解除司法冻结的公告,AN202007211393093719,"[{'SECURITYVARIETYCODE': '1000004431', 'SECURITYTYPECODE': '058001001', 'SECURITYCODE': '300026', 'SECURITYFULLNAME': '红日药业', 'SECURITYSHORTNAME': '红日药业', 'SECURITYTYPE': 'A股', 'TRADEMARKETCODE': '069001002002', 'TRADEMARKET': '深交所创业板', 'LISTINGSTATE': '0', 'COMPANYCODE': '80026133', 'Eid': 0}]","[{'COLUMNCODE': '001002006010', 'COLUMNNAME': '股份质押、冻结', 'NodeName': None, 'Eid': 0, 'Order': 301}]","[{'CODETYPE': '058001001', 'CODEMARKET': '069001002002', 'SECURITYCODE': '300026', 'COMPANYCODE': None, 'Eid': 0}]",2020-07-21T11:44:54+08:00,2.0700000830457306e+17,301.0,"http://data.eastmoney.com/notices/detail/300026/AN202007211393093719,JWU3JWJhJWEyJWU2JTk3JWE1JWU4JThkJWFmJWU0JWI4JTlh.html"
,2020-07-21T00:00:00+08:00,0,191.0,2020-07-21T00:00:00+08:00,嘉寓股份:关于公司二级子公司签订日常经营重大合同的公告,AN202007211393093724,"[{'SECURITYVARIETYCODE': '1000008182', 'SECURITYTYPECODE': '058001001', 'SECURITYCODE': '300117', 'SECURITYFULLNAME': '嘉寓股份', 'SECURITYSHORTNAME': '嘉寓股份', 'SECURITYTYPE': 'A股', 'TRADEMARKETCODE': '069001002002', 'TRADEMARKET': '深交所创业板', 'LISTINGSTATE': '0', 'COMPANYCODE': '80133698', 'Eid': 0}]","[{'COLUMNCODE': '001002006004', 'COLUMNNAME': '重大合同', 'NodeName': None, 'Eid': 0, 'Order': 289}]","[{'CODETYPE': '058001001', 'CODEMARKET': '069001002002', 'SECURITYCODE': '300117', 'COMPANYCODE': None, 'Eid': 0}]",2020-07-21T11:44:54+08:00,2.0700000830457306e+17,289.0,"http://data.eastmoney.com/notices/detail/300117/AN202007211393093724,JWU1JTk4JTg5JWU1JWFmJTkzJWU4JTgyJWExJWU0JWJiJWJk.html"
,2020-07-21T00:00:00+08:00,0,252.0,2020-07-21T00:00:00+08:00,中建环能:关于持股5%以上非控股股东与其一致行动人股份转让的公告,AN202007211393093720,"[{'SECURITYVARIETYCODE': '1000313716', 'SECURITYTYPECODE': '058001001', 'SECURITYCODE': '300425', 'SECURITYFULLNAME': '中建环能', 'SECURITYSHORTNAME': '中建环能', 'SECURITYTYPE': 'A股', 'TRADEMARKETCODE': '069001002002', 'TRADEMARKET': '深交所创业板', 'LISTINGSTATE': '0', 'COMPANYCODE': '80200104', 'Eid': 0}]","[{'COLUMNCODE': '001002007003005', 'COLUMNNAME': '股权转让', 'NodeName': None, 'Eid': 0, 'Order': 401}]","[{'CODETYPE': '058001001', 'CODEMARKET': '069001002002', 'SECURITYCODE': '300425', 'COMPANYCODE': None, 'Eid': 0}]",2020-07-21T11:44:54+08:00,2.0700000830457306e+17,401.0,"http://data.eastmoney.com/notices/detail/300425/AN202007211393093720,JWU0JWI4JWFkJWU1JWJiJWJhJWU3JThlJWFmJWU4JTgzJWJk.html"
,2020-07-21T00:00:00+08:00,0,142.0,2020-07-21T00:00:00+08:00,联得装备:关于收到《关于深圳市联得自动化装备股份有限公司申请向特定对象发行股票的审核问询函》的公告,AN202007211393093723,"[{'SECURITYVARIETYCODE': '1000322051', 'SECURITYTYPECODE': '058001001', 'SECURITYCODE': '300545', 'SECURITYFULLNAME': '联得装备', 'SECURITYSHORTNAME': '联得装备', 'SECURITYTYPE': 'A股', 'TRADEMARKETCODE': '069001002002', 'TRADEMARKET': '深交所创业板', 'LISTINGSTATE': '0', 'COMPANYCODE': '80319562', 'Eid': 0}]","[{'COLUMNCODE': '001002011001001', 'COLUMNNAME': '收到问询函公告', 'NodeName': None, 'Eid': 0, 'Order': 999}]","[{'CODETYPE': '058001001', 'CODEMARKET': '069001002002', 'SECURITYCODE': '300545', 'COMPANYCODE': None, 'Eid': 0}]",2020-07-21T11:44:54+08:00,2.0700000830457306e+17,999.0,"http://data.eastmoney.com/notices/detail/300545/AN202007211393093723,JWU4JTgxJTk0JWU1JWJlJTk3JWU4JWEzJTg1JWU1JWE0JTg3.html"
,2020-07-21T00:00:00+08:00,0,585.0,2020-07-21T00:00:00+08:00,农尚环境:关于对深圳证券交易所关注函回复的公告,AN202007211393093725,"[{'SECURITYVARIETYCODE': '1000304605', 'SECURITYTYPECODE': '058001001', 'SECURITYCODE': '300536', 'SECURITYFULLNAME': '农尚环境', 'SECURITYSHORTNAME': '农尚环境', 'SECURITYTYPE': 'A股', 'TRADEMARKETCODE': '069001002002', 'TRADEMARKET': '深交所创业板', 'LISTINGSTATE': '0', 'COMPANYCODE': '80357708', 'Eid': 0}]","[{'COLUMNCODE': '001002011002002', 'COLUMNNAME': '回复关注函公告', 'NodeName': None, 'Eid': 0, 'Order': 999}]","[{'CODETYPE': '058001001', 'CODEMARKET': '069001002002', 'SECURITYCODE': '300536', 'COMPANYCODE': None, 'Eid': 0}]",2020-07-21T11:44:54+08:00,2.0700000830457306e+17,999.0,"http://data.eastmoney.com/notices/detail/300536/AN202007211393093725,JWU1JTg2JTljJWU1JWIwJTlhJWU3JThlJWFmJWU1JWEyJTgz.html"
,2020-07-21T00:00:00+08:00,0,175.0,2020-07-21T00:00:00+08:00,先河环保:回购报告书,AN202007211393093722,"[{'SECURITYVARIETYCODE': '1000008209', 'SECURITYTYPECODE': '058001001', 'SECURITYCODE': '300137', 'SECURITYFULLNAME': '先河环保', 'SECURITYSHORTNAME': '先河环保', 'SECURITYTYPE': 'A股', 'TRADEMARKETCODE': '069001002002', 'TRADEMARKET': '深交所创业板', 'LISTINGSTATE': '0', 'COMPANYCODE': '80153529', 'Eid': 0}]","[{'COLUMNCODE': '001002007003009002001', 'COLUMNNAME': '回购报告书', 'NodeName': None, 'Eid': 0, 'Order': 425}]","[{'CODETYPE': '058001001', 'CODEMARKET': '069001002002', 'SECURITYCODE': '300137', 'COMPANYCODE': None, 'Eid': 0}]",2020-07-21T11:44:54+08:00,2.0700000830457306e+17,425.0,"http://data.eastmoney.com/notices/detail/300137/AN202007211393093722,JWU1JTg1JTg4JWU2JWIyJWIzJWU3JThlJWFmJWU0JWJmJTlk.html"
,2020-07-21T00:00:00+08:00,0,318.0,2020-07-21T00:00:00+08:00,皖能电力:关于召开2020年第一次临时股东大会的提示性公告,AN202007211393093687,"[{'SECURITYVARIETYCODE': '1000002307', 'SECURITYTYPECODE': '058001001', 'SECURITYCODE': '000543', 'SECURITYFULLNAME': '皖能电力', 'SECURITYSHORTNAME': '皖能电力', 'SECURITYTYPE': 'A股', 'TRADEMARKETCODE': '069001002001', 'TRADEMARKET': '深交所主板', 'LISTINGSTATE': '0', 'COMPANYCODE': '10000885', 'Eid': 0}]","[{'COLUMNCODE': '001002003001003', 'COLUMNNAME': '召开股东大会提示性公告', 'NodeName': None, 'Eid': 0, 'Order': 999}]","[{'CODETYPE': '058001001', 'CODEMARKET': '069001002001', 'SECURITYCODE': '000543', 'COMPANYCODE': None, 'Eid': 0}]",2020-07-21T11:44:29+08:00,2.0700000830457283e+17,999.0,"http://data.eastmoney.com/notices/detail/000543/AN202007211393093687,JWU3JTlhJTk2JWU4JTgzJWJkJWU3JTk0JWI1JWU1JThhJTli.html"
,2020-07-21T00:00:00+08:00,0,149.0,2020-07-21T00:00:00+08:00,恩捷股份:关于非公开发行股票申请获得中国证监会核准批复的公告,AN202007211393093660,"[{'SECURITYVARIETYCODE': '1000320079', 'SECURITYTYPECODE': '058001001', 'SECURITYCODE': '002812', 'SECURITYFULLNAME': '恩捷股份', 'SECURITYSHORTNAME': '恩捷股份', 'SECURITYTYPE': 'A股', 'TRADEMARKETCODE': '069001002003', 'TRADEMARKET': '深交所中小板', 'LISTINGSTATE': '0', 'COMPANYCODE': '80187554', 'Eid': 0}]","[{'COLUMNCODE': '001002001002001004', 'COLUMNNAME': '增发获准公告', 'NodeName': None, 'Eid': 0, 'Order': 113}]","[{'CODETYPE': '058001001', 'CODEMARKET': '069001002003', 'SECURITYCODE': '002812', 'COMPANYCODE': None, 'Eid': 0}]",2020-07-21T11:44:29+08:00,2.070000083045728e+17,113.0,"http://data.eastmoney.com/notices/detail/002812/AN202007211393093660,JWU2JTgxJWE5JWU2JThkJWI3JWU4JTgyJWExJWU0JWJiJWJk.html"
